0	1.34
2.47	1.34
5.42	1.34
8.2	20.54
11.33	20.54
13.58	20.54
16.73	44.59
20.14	3.09
21.18	29.32
22.98	29.32
23.67	29.32
27.1	41.32
29.62	41.32
30.81	53.61
32.29	53.61
34.68	52.07
36.18	52.07
37.13	12.35
40.12	12.35
40.88	12.35
42.7	53.01
45.94	55.53
47.74	55.53
49.16	55.53
49.31	42.76
52.52	42.76
55.87	42.76
57.08	71.49
58.25	71.49
60.39	71.49
61.57	28.67
63.13	28.67
64.49	77.58
65.58	47.58
67.56	47.58
67.7	47.58
70.3	28.33
71.71	56.8
72.01	56.8
73.55	56.8
76.77	59.13
78.28	59.13
79.22	47.8
80.72	61.06
81.57	61.06
83.43	61.06
85.64	30.46
86.15	30.46
86.87	76.84
90.12	66.01
92.3	66.01
94.11	20.69
96.14	20.69
98.26	30.88
101.18	30.88
104.15	30.88
104.96	22.58
106.17	22.58
108.73	6.19
109.53	49.06
112.14	78.64
114.02	58.12
115.06	58.12
116.71	48.97
117.22	13.43
119.68	13.43
121.63	13.43
124.91	52.23
128.41	52.23
128.83	52.23
128.95	68.67
129.89	68.67
133.24	68.67
133.84	11.92
135.61	11.92
137.92	23.57
141.14	0.32
143.47	0.32
145.63	0.32
146.75	9.05
148.11	9.05
149.99	47.07
151.29	47.07
152.85	27.86
153.39	27.86
155.76	27.86
158.77	12.68
160.67	12.68
161.18	12.68
164.25	31.26
166.08	31.26
166.22	31.26
166.66	73.31
169.67	34.28
170.47	34.28
172.38	46.79
172.76	53.0
173.03	53.0
173.19	51.37
173.55	51.37
174.91	51.37
175.17	70.63
175.79	70.63
178.81	35.86
180.81	63.65
182.77	63.65
184.45	63.65
184.69	58.6
187.38	58.6
188.55	1.01
190.44	1.01
192.07	1.01
192.68	63.26
194.52	75.5
196.32	75.5
196.82	52.97
197.01	15.87
200.32	15.87
202.34	15.87
205.16	29.61
206.67	29.61
209.56	68.85
212.74	67.02
215.04	67.02
216.51	67.02
219.01	73.84
220.18	73.84
221.09	61.2
222.21	61.2
224.89	61.2
225.61	6.69
226.78	38.75
228.59	38.75
229.18	28.11
232.32	38.19
233.59	38.19
235.13	38.19
235.84	45.74
237.3	45.74
237.62	45.74
240.81	71.83
243.03	71.83
243.98	71.83
246.47	3.75
248.74	3.75
251.17	3.75
252.25	52.05
254.4	52.05
255.5	72.66
256.33	72.66
256.53	60.22
256.97	60.22
257.25	60.22
257.48	3.33
260.53	3.33
260.82	61.29
262.26	51.82
264.08	51.82
264.97	51.82
267.19	20.06
270.09	20.06
272.33	20.06
273.36	16.49
275.77	1.49
276.96	1.49
278.0	1.49
281.22	16.85
281.94	16.85
282.08	30.59
284.26	30.59
285.31	30.59
288.61	15.3
291.85	15.3
294.34	15.3
295.75	15.76
296.24	15.76
299.35	53.94
