0	59.19
0.17	59.19
1.54	64.05
3.87	64.05
4.82	7.43
6.12	13.83
8.45	37.21
8.77	49.44
10.38	49.44
12.57	49.44
14.22	54.14
17.12	28.93
17.81	4.95
19.74	9.61
20.76	5.52
21.38	5.52
24.87	38.95
25.1	38.95
27.37	38.95
28.52	10.34
29.19	40.29
29.84	40.29
32.99	16.25
33.1	39.55
34.49	39.55
37.56	39.55
40.97	46.34
43.22	46.34
44.06	32.85
45.96	32.85
47.71	24.52
49.99	24.52
52.14	24.52
54.96	3.04
58.29	3.04
61.53	3.04
64.75	45.09
66.48	45.09
69.04	66.65
71.24	66.65
74.6	66.65
77.29	66.41
79.0	66.41
82.15	66.41
84.09	32.07
85.34	32.07
87.52	3.78
88.02	3.78
90.24	3.78
93.3	52.0
96.08	52.0
99.35	52.47
101.89	52.47
102.97	47.43
104.03	47.43
105.04	47.43
105.39	40.57
108.05	40.57
109.55	3.56
111.85	3.56
113.47	3.56
114.74	26.63
117.75	32.15
120.89	45.57
121.33	45.57
123.36	45.57
125.34	44.3
126.47	45.51
129.94	45.51
132.36	39.35
135.25	39.35
135.68	6.53
136.78	6.53
138.74	6.53
139.75	43.9
141.77	43.9
143.35	59.5
144.23	59.5
145.8	59.5
148.34	47.31
149.54	47.31
151.19	40.9
151.54	40.9
153.92	40.9
154.9	46.0
157.34	46.0
158.09	46.0
160.69	34.73
162.3	34.73
164.75	34.73
167.8	24.56
169.13	24.56
172.05	56.17
174.66	56.17
175.21	58.32
175.31	58.32
177.91	58.32
180.76	13.96
182.33	13.96
184.12	13.96
184.75	58.01
185.87	58.01
188.82	58.01
190.52	62.72
191.46	62.72
194.26	62.72
197.67	15.91
198.34	15.91
200.54	66.68
201.39	58.14
204.58	58.14
205.12	47.97
206.98	14.5
207.44	14.5
210.27	14.5
211.56	25.56
211.68	62.64
212.39	62.64
215.47	62.64
215.91	2.48
218.42	22.72
220.67	22.72
223.16	23.69
223.71	54.7
224.12	54.7
224.6	54.7
227.87	40.71
230.82	40.71
231.57	40.71
232.27	2.07
232.99	62.61
235.28	29.1
237.54	29.1
238.81	29.1
240.39	33.7
240.6	33.7
241.25	33.7
242.39	56.57
242.77	56.57
243.61	57.4
247.03	12.5
249.77	12.5
251.12	12.11
253.15	21.99
255.45	21.99
258.66	21.99
260.32	62.47
261.31	62.47
261.8	57.45
262.06	10.98
265.09	10.98
265.73	58.95
266.48	36.89
268.01	36.89
269.83	33.42
273.09	33.42
274.03	33.42
277.02	11.85
279.17	34.45
280.09	34.45
283.33	34.45
285.84	48.57
289.1	10.56
291.8	10.56
292.51	10.56
295.84	4.4
297.45	58.03
298.97	30.15
