0	17.39
1.4	16.61
4.73	16.61
5.99	16.61
6.56	27.05
7.7	5.17
8.72	23.64
9.62	23.64
12.65	12.61
14.36	6.88
14.61	25.73
17.89	10.56
21.19	10.56
22.82	13.8
24.49	16.26
27.61	16.26
29.89	16.26
30.06	6.31
33.48	6.31
34.6	6.31
36.24	16.6
36.66	16.6
37.25	16.6
38.89	4.58
40.01	18.69
43.2	18.69
43.95	2.85
45.2	2.85
46.59	2.85
49.06	10.38
50.47	17.76
53.35	17.76
54.13	2.57
55.93	2.57
58.65	28.67
61.39	28.67
63.18	3.94
66.45	3.94
69.81	3.94
71.28	29.84
73.25	29.84
75.64	6.73
75.86	6.73
77.94	6.73
80.91	13.9
82.76	21.27
83.04	21.27
83.98	21.27
86.09	2.65
87.66	2.65
88.4	6.57
91.1	6.57
94.07	21.48
95.0	11.36
96.29	14.77
96.4	13.68
97.21	13.68
98.03	13.68
100.5	6.78
100.99	11.63
102.83	28.7
103.47	28.7
105.84	19.54
109.07	19.54
110.0	4.4
112.58	4.4
114.89	4.4
116.33	8.18
118.2	8.18
121.05	8.18
122.49	3.38
123.8	3.38
124.66	29.94
127.21	29.94
128.89	29.94
130.86	13.08
133.29	13.08
135.74	23.56
137.86	27.75
141.12	27.75
141.48	0.43
142.73	25.97
145.24	6.91
147.8	6.91
150.63	8.95
153.14	8.95
156.46	13.18
158.71	13.18
158.95	13.18
160.38	26.11
162.46	26.11
164.51	26.11
165.75	15.26
169.1	15.26
171.51	15.26
173.08	23.04
174.33	23.24
174.59	23.24
175.25	19.74
175.47	19.74
177.31	19.74
179.02	13.49
179.16	10.62
181.86	10.2
183.95	10.2
187.41	8.66
188.97	8.66
191.33	3.65
192.94	3.65
196.31	12.02
198.72	12.02
200.68	6.8
204.01	7.68
206.32	7.68
209.37	20.25
210.52	20.25
212.51	12.14
215.74	7.27
217.92	23.45
219.14	23.45
219.4	23.45
220.17	1.79
223.46	1.79
224.23	21.89
226.93	21.89
227.21	21.89
230.04	23.41
231.85	23.41
235.26	23.41
238.69	13.48
238.98	13.48
240.45	6.2
242.88	6.2
245.63	6.2
246.97	14.73
249.31	14.73
250.8	27.71
252.37	27.71
254.88	27.71
257.23	9.76
259.5	9.76
262.85	9.76
263.46	0.27
266.95	0.27
269.04	25.71
272.52	25.71
274.64	25.71
275.99	9.55
277.63	1.96
278.24	1.96
281.57	10.6
283.78	10.6
284.12	10.6
285.56	22.5
287.1	22.5
289.92	22.5
292.9	10.76
295.22	10.76
297.07	12.69
298.79	12.69
