0	24.33
0.57	64.36
2.71	64.36
3.82	25.62
4.65	25.62
7.63	25.62
7.8	10.88
9.35	10.88
10.21	90.82
12.1	90.82
14.98	76.87
17.93	12.28
19.8	0.27
21.34	0.27
22.76	61.28
23.44	61.28
26.43	81.37
28.43	81.37
30.07	2.15
33.21	47.84
33.88	47.84
35.76	4.92
39.11	9.81
41.71	9.81
42.66	9.81
43.45	26.77
46.05	86.27
47.13	86.27
49.28	32.36
50.76	35.03
53.13	35.03
53.91	35.03
54.05	27.52
57.31	81.78
58.21	81.78
59.36	81.78
61.85	63.24
62.22	63.24
64.38	63.24
66.0	34.74
68.02	34.74
71.23	51.68
71.73	51.68
72.02	86.21
72.54	86.21
75.77	90.31
76.42	19.14
78.08	19.14
80.82	19.14
82.76	89.18
85.6	89.18
87.98	83.12
91.26	9.76
92.34	9.76
94.05	21.26
94.17	21.26
96.09	21.26
97.45	48.39
97.84	48.39
101.08	15.19
101.18	15.19
103.72	15.19
105.68	90.4
108.07	10.6
110.18	61.09
111.34	61.09
111.71	87.37
114.04	87.37
116.76	27.68
120.01	80.17
121.43	12.49
121.58	23.6
122.47	23.6
125.78	45.19
128.21	45.19
131.51	45.19
134.63	78.86
136.54	78.86
137.29	78.86
137.84	30.59
139.0	59.14
141.48	11.45
143.1	11.45
146.2	28.58
146.4	28.58
147.55	28.58
150.78	75.87
151.02	75.87
154.26	75.87
156.81	5.23
157.28	5.23
160.72	5.23
161.24	7.8
163.05	7.8
165.47	7.8
165.64	56.53
167.22	56.53
169.99	56.53
172.7	26.05
174.27	26.05
174.88	26.05
177.93	90.71
180.24	71.17
183.53	71.17
186.85	71.17
189.33	28.76
189.71	28.76
192.45	28.76
194.65	87.87
198.13	63.45
198.55	48.81
200.53	48.81
202.24	92.78
205.68	92.78
207.8	92.78
210.09	72.4
213.43	72.4
216.42	4.72
218.46	36.65
219.18	36.65
220.78	36.65
222.11	85.99
223.42	85.99
226.64	17.77
229.58	17.77
229.95	47.36
232.44	47.36
235.22	47.36
236.16	84.45
236.72	84.45
239.75	50.44
242.03	15.93
243.46	15.93
245.65	15.93
247.98	56.7
249.41	56.7
250.73	56.7
253.54	90.99
255.72	90.99
257.92	90.99
260.73	43.39
261.49	90.87
263.53	90.87
263.84	43.1
265.92	64.76
268.19	64.76
271.37	64.76
272.55	11.72
273.45	11.72
274.3	11.72
275.52	76.37
276.73	76.37
277.81	22.83
279.53	22.83
280.49	22.83
283.63	86.77
286.24	31.56
289.24	31.56
292.04	31.56
292.81	24.56
293.12	40.68
295.51	68.58
296.72	68.58
297.78	68.58
299.03	36.36
