0	47.96
3.15	63.24
4.63	63.24
6.67	2.67
9.92	2.67
12.86	19.82
14.08	19.82
17.39	17.02
17.69	64.1
20.58	64.1
23.61	64.1
25.68	49.84
26.07	49.84
27.59	49.84
27.74	45.79
29.98	45.79
30.64	45.79
32.37	49.65
34.18	49.65
35.02	47.92
37.3	23.94
38.35	23.94
39.55	23.94
40.2	5.79
40.34	5.79
40.89	13.54
42.49	13.54
43.17	13.54
46.18	56.04
48.77	56.04
50.49	56.04
52.57	7.01
53.19	7.01
55.59	7.01
58.72	30.84
60.6	30.84
61.58	4.88
62.92	14.62
64.17	52.41
66.47	16.48
68.81	48.96
69.13	45.16
70.42	45.16
70.98	45.16
71.14	34.7
73.29	34.7
76.59	17.29
79.5	17.29
79.99	17.29
80.59	48.5
81.88	48.5
83.17	48.5
84.57	23.32
86.14	23.32
89.28	12.42
91.03	12.42
94.17	31.19
95.37	31.19
97.06	31.19
99.3	3.74
102.52	3.74
105.42	3.74
107.56	29.57
108.94	29.57
109.21	29.57
109.65	29.77
111.39	29.77
113.66	29.77
115.12	11.51
115.42	31.49
115.57	20.64
117.28	20.64
119.23	20.64
119.65	43.99
120.53	43.99
121.0	43.99
121.23	62.27
123.5	62.27
124.76	2.53
125.31	2.53
125.5	7.1
128.7	7.1
129.43	11.07
130.63	11.07
131.2	11.07
131.55	57.26
134.48	57.26
135.18	10.31
136.04	10.31
137.63	10.31
140.77	23.84
142.23	23.84
143.29	60.77
144.42	60.77
145.05	60.77
147.04	67.07
149.64	67.07
150.65	3.49
150.76	46.6
151.83	46.6
151.95	0.3
155.4	0.3
157.93	0.3
160.84	26.45
161.18	26.45
164.55	26.45
165.76	40.42
167.4	40.42
169.02	40.42
172.03	34.2
174.78	23.6
176.74	23.6
177.2	20.35
177.95	20.35
180.74	20.06
181.66	20.06
183.97	29.75
184.22	29.75
187.24	56.83
188.0	14.03
188.19	0.43
190.77	0.43
191.07	0.43
192.59	5.62
195.44	5.62
197.21	5.62
199.89	54.58
202.75	2.2
203.19	7.75
206.35	7.75
206.9	14.61
208.49	14.61
211.06	3.85
211.21	51.81
212.1	51.81
214.32	50.8
216.9	50.8
217.8	50.8
218.47	32.92
220.42	32.92
222.79	32.92
223.19	46.68
224.35	62.65
224.8	62.65
225.41	56.88
228.19	56.88
231.42	28.82
232.96	28.82
233.81	28.82
234.89	67.63
238.14	67.63
238.46	35.26
240.35	35.26
243.72	26.93
245.12	26.93
247.33	26.93
249.43	41.73
250.27	41.73
251.72	59.11
252.67	33.65
254.29	33.65
256.81	8.61
259.71	64.84
259.95	60.28
260.29	60.28
262.33	55.58
263.03	30.88
265.64	17.34
267.86	1.82
269.51	18.56
270.08	58.62
273.22	58.62
276.03	12.32
278.43	12.32
279.77	12.32
281.42	23.5
284.21	23.5
285.69	23.5
288.98	22.96
289.69	22.96
290.66	22.96
293.61	25.64
296.9	44.28
299.23	44.28
