0	68.92
2.41	68.19
5.03	68.19
7.35	68.19
10.17	63.15
13.47	65.64
14.98	49.94
17.04	49.94
19.68	49.94
21.23	37.31
24.51	37.31
27.64	37.2
30.26	37.2
32.99	42.5
36.31	42.5
38.88	42.5
39.15	24.23
41.32	24.23
43.0	24.23
43.17	5.47
44.67	27.83
46.08	59.53
49.08	65.24
49.48	31.87
52.28	31.87
53.8	27.08
57.12	27.08
60.31	10.89
60.52	44.35
63.34	59.62
65.94	59.62
68.44	59.62
70.03	60.53
71.18	60.53
72.01	68.12
72.98	68.12
75.96	68.12
78.32	41.2
81.54	68.07
82.28	68.07
82.41	68.07
83.47	29.73
86.48	29.73
89.95	51.98
90.13	51.98
91.5	51.98
91.7	66.2
94.41	66.2
95.71	20.99
98.14	20.99
100.12	20.99
100.52	15.3
102.67	15.3
104.69	15.3
104.99	24.08
108.17	24.08
109.92	24.08
110.21	3.87
113.04	3.87
114.12	12.02
116.62	12.02
119.89	29.96
121.14	29.96
123.63	27.14
124.11	27.14
126.51	69.46
128.89	69.46
129.08	69.46
131.51	60.43
132.82	60.43
133.94	6.88
137.37	6.88
140.46	18.88
141.44	18.88
144.73	18.88
147.57	68.33
148.83	68.33
150.83	68.33
151.19	19.54
153.79	2.24
154.81	71.42
158.22	56.2
160.96	54.36
161.15	54.36
163.46	48.18
164.16	48.18
165.72	31.45
166.36	31.45
168.63	31.45
169.03	27.33
171.44	27.33
172.7	25.99
174.22	25.99
175.27	25.99
176.38	49.41
178.95	49.41
179.96	35.76
180.27	35.76
183.07	18.9
184.65	18.9
186.85	18.9
189.47	52.7
190.12	52.7
191.77	52.7
191.89	24.46
194.92	24.46
196.75	24.46
199.88	44.91
202.04	44.91
202.99	44.91
205.33	68.27
205.68	68.27
206.25	68.27
207.79	29.67
210.87	29.67
212.06	57.63
215.01	57.63
216.84	37.67
218.3	37.67
219.36	37.67
221.06	17.54
222.69	17.54
222.91	17.54
223.7	21.43
225.55	4.9
228.2	4.9
228.81	4.9
232.26	70.81
233.83	55.58
234.38	55.58
235.48	55.58
235.99	17.04
239.25	17.04
242.49	17.04
243.44	7.38
245.13	7.38
248.07	62.21
250.19	62.21
253.13	62.21
253.37	12.49
255.29	12.49
258.7	45.04
259.4	45.04
261.92	5.18
262.12	5.18
262.23	5.18
264.03	39.3
265.07	39.3
266.57	39.3
267.87	7.07
269.86	7.07
272.61	4.87
272.8	4.87
273.36	27.07
273.61	27.07
274.6	27.07
276.1	28.14
276.88	28.14
278.8	28.14
280.29	34.92
282.56	34.92
285.92	1.83
286.14	1.83
286.77	1.83
288.97	23.59
289.35	23.59
290.17	23.59
290.62	31.93
292.55	31.93
293.35	31.93
295.04	6.55
297.51	56.35
299.61	56.35
